iso3,year,GDP,logGDP,hdicode_x,region_x,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",GII Rank,Gender Inequality Index (value),"Labour force participation rate, female (% ages 15 and older)","Labour force participation rate, male (% ages 15 and older)","Maternal Mortality Ratio (deaths per 100,000 live births)","Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)","Population, total (millions)_x","Share of seats in parliament, female (% held by women)","Share of seats in parliament, male (% held by men)",GII_Category,hdicode_y,region_y,"Expected Years of Schooling, female (years)","Expected Years of Schooling, male (years)",GDI Group,Gender Development Index (value),"Gross National Income Per Capita, female (2021 PPP$)","Gross National Income Per Capita, male (2021 PPP$)",HDI female (value),HDI male (value),"Life Expectancy at Birth, female (years)","Life Expectancy at Birth, male (years)","Mean Years of Schooling, female (years)","Mean Years of Schooling, male (years)","Population, total (millions)_y",GDI_gap,GDI_gap_abs,A woman can apply for a passport in the same way as a man (1=yes; 0=no),A woman can be head of household in the same way as a man (1=yes; 0=no),A woman can choose where to live in the same way as a man (1=yes; 0=no),A woman can get a job in the same way as a man (1=yes; 0=no),A woman can obtain a judgment of divorce in the same way as a man (1=yes; 0=no),A woman can open a bank account in the same way as a man (1=yes; 0=no),A woman can register a business in the same way as a man (1=yes; 0=no),A woman can sign a contract in the same way as a man (1=yes; 0=no),A woman can travel outside her home in the same way as a man (1=yes; 0=no),A woman can travel outside the country in the same way as a man (1=yes; 0=no),A woman can work at night in the same way as a man (1=yes; 0=no),A woman can work in a job deemed dangerous in the same way as a man (1=yes; 0=no),A woman can work in an industrial job in the same way as a man (1=yes; 0=no),A woman has the same rights to remarry as a man (1=yes; 0=no),Criminal penalties or civil remedies exist for sexual harassment in employment (1=yes; 0=no),Dismissal of pregnant workers is prohibited (1=yes; 0=no),Female and male surviving spouses have equal rights to inherit assets (1=yes; 0=no),Law mandates equal remuneration for females and males for work of equal value (1=yes; 0=no),Law prohibits discrimination in employment based on gender (1=yes; 0=no),Men and married women have equal ownership rights to immovable property (1=yes; 0=no),Paid leave is available to fathers (1=yes; 0=no),Paid leave of at least 14 weeks available to mothers (1=yes; 0=no),Sons and daughters have equal rights to inherit assets from their parents (1=yes; 0=no),The age at which men and women can retire with full pension benefits is the same (1=yes; 0=no),The age at which men and women can retire with partial pension benefits is the same (1=yes; 0=no),The government administers 100% of maternity leave benefits (1=yes; 0=no),The law grants spouses equal administrative authority over assets during marriage (1=yes; 0=no),The law prohibits discrimination in access to credit based on gender (1=yes; 0=no),The mandatory retirement age for men and women is the same (1=yes; 0=no),There are periods of absence due to child care accounted for in pension benefits (1=yes; 0=no),There is legislation on sexual harassment in employment (1=yes; 0=no),There is legislation specifically addressing domestic violence (1=yes; 0=no),There is no legal provision that requires a married woman to obey her husband (1=yes; 0=no),There is paid parental leave (1=yes; 0=no),Gender Inequality Index (value)_shifted
PRY,2020,14308.87877383284,9.568635516848543,High,LAC,72.899,,0.435,57.26,83.43,71.12280792,52.47000122,53.90000153,6.6037395,17.6,82.4,MB,High,LAC,14.09881968,12.88239988,,0.995,11233.62926,17662.06781,0.739097083,0.742776567,76.063,69.652,8.859999657,8.869999886,6.6037395,0.0050000000000000044,0.0050000000000000044,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.436
PER,2020,12563.3038060893,9.438535447318829,High,LAC,45.423,,0.373,59.81,78.11,68.53598225,55.95999908,67.16000366,32.8385795,26.15384615,73.84615385,B,High,LAC,14.88586691,14.72138383,,0.974,10587.84415,15684.54125,0.759302195,0.779473371,77.976,70.397,9.444373924,10.59483469,32.8385795,0.026000000000000023,0.026000000000000023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.367
PHL,2020,8238.368020374523,9.016557547508091,High,EAP,34.477,,0.362,42.54,66.85,78.23625789,65.77999878,61.27000046,112.081264,28.04878049,71.95121951,B,High,EAP,13.21805954,12.37481022,,0.994,7379.020841,10813.82895,0.696022613,0.700416481,72.76,67.421,9.119999886,8.659999847,112.081264,0.006000000000000005,0.006000000000000005,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.371
POL,2020,36714.16866604241,10.510918026732513,Very High,,8.107,,0.099,48.35,65.13,1.959465471,86.51999664,90.73000336,38.171012,27.85714286,72.14285714,VB,Very High,,16.59943008,15.11810017,,1.014,28314.96546,44660.06858,0.884940561,0.872762705,80.813,72.509,13.34000015,12.97000027,38.171012,-0.014000000000000012,0.014000000000000012,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.108
PRT,2020,35966.71279656083,10.49034914515081,Very High,,6.776,,0.071,53.47,62.96,11.79945488,59.75,61.91999817,10.370519,40.0,60.0,VB,Very High,,16.87392044,16.46873093,,0.995,31830.13188,41742.19526,0.867137484,0.871552071,84.2,78.381,9.609999657,9.539999962,10.370519,0.0050000000000000044,0.0050000000000000044,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.077
QAT,2020,82149.35737154314,11.316294300812093,Very High,AS,6.137,,0.152,58.4,95.75,7.605434417,82.30194855,69.36747742,2.803375,9.756097561,90.24390244,VB,Very High,AS,15.28956032,12.64908981,,1.032,49270.05457,126960.387,0.893432214,0.865720782,82.165,79.421,12.14599991,9.891999817,2.803375,-0.03200000000000003,0.03200000000000003,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.162
ROU,2020,34386.17739256704,10.445409942626691,Very High,,34.155,,0.223,45.33,65.42,10.07080153,89.55999756,94.22000122,19.392469,19.78494624,80.21505376,B,Very High,,14.97064018,13.96877003,,0.995,27693.32535,43065.46159,0.829136018,0.833282056,77.999,70.283,11.10000038,11.68999958,19.392469,0.0050000000000000044,0.0050000000000000044,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.228
RUS,2020,31490.8046875,10.3574508675158,Very High,,13.801,,0.181,55.1,70.03,13.72279181,98.99833679,98.56240845,146.3712985,16.12903226,83.87096774,VB,Very High,,13.38873959,13.11310959,,1.012,28902.03433,43943.15984,0.821312875,0.811533006,75.923,66.267,12.46818144,12.32090881,146.3712985,-0.01200000000000001,0.01200000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.16
RWA,2020,2284.898897953281,7.734077056377117,Medium,SSA,31.514,,0.398,56.72,69.34,258.9246287,14.60159969,18.73987961,13.065837,55.66037736,44.33962264,B,Medium,SSA,11.72043355,11.81196626,,0.939,2016.614634,2896.469069,0.536969581,0.571612437,69.063,64.638,4.522069931,5.351920128,13.065837,0.061000000000000054,0.061000000000000054,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.408
WSM,2020,6450.765383609225,8.77195406687525,High,EAP,45.462,,0.429,35.28,60.63,59.07907356,93.09930929,87.98403676,0.211944,10.0,90.0,MB,High,EAP,12.98814,11.93062,,0.961,4139.489085,8661.63977,0.689833388,0.718052188,72.881,68.757,11.76840265,10.95714879,0.211944,0.039000000000000035,0.039000000000000035,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.438
SMR,2020,55206.58123244048,10.918837450383796,Very High,,1.151,,,70.46,71.75,,84.86000061,87.77999878,0.0347685,33.33333333,66.66666667,,Very High,,14.91973862,14.4290528,,0.995,47582.98493,61888.19115,0.89286138,0.897126183,85.115,80.262,11.36999989,11.07999992,0.0347685,0.0050000000000000044,0.0050000000000000044,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,
STP,2020,5144.535602860143,8.545690382359542,Medium,SSA,88.99,,0.47,24.23,25.22,146.2400532,42.62759478,52.46460037,0.2174345,23.63636364,76.36363636,MB,Medium,SSA,12.93469946,12.4790407,,0.975,5043.968746,6505.068026,0.62279881,0.638479942,72.049,64.591,5.273246145,6.690224342,0.2174345,0.025000000000000022,0.025000000000000022,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.497
SAU,2020,45434.47164518738,10.724026383255568,Very High,AS,11.266,,0.245,29.51,79.79,16.20375848,71.26999664,80.93000031,30.991207,19.86754967,80.13245033,B,Very High,AS,16.32858086,15.38368034,,0.917,16640.11975,64954.90577,0.821882142,0.895826663,80.055,76.014,10.73999977,11.67000008,30.991207,0.08299999999999996,0.08299999999999996,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.283
SEN,2020,3752.91947490817,8.230289342711966,Low,SSA,63.118,,0.501,38.05,65.93,260.8806328,11.08999125,20.38972982,16.7892195,43.03030303,56.96969697,MB,Low,SSA,9.575149536,8.54502964,,0.913,2590.539908,5447.959161,0.497097948,0.544621339,69.693,65.485,2.345182782,3.749703012,16.7892195,0.08699999999999997,0.08699999999999997,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.506
SRB,2020,21013.09524734673,9.95290110556533,Very High,ECA,13.468,,0.113,46.51,61.94,10.1813354,89.87359582,96.06102644,6.907812,38.8,61.2,VB,Very High,ECA,15.21387959,14.04028988,,0.986,15527.01246,25193.32978,0.803470225,0.814821855,78.099,71.118,11.19241977,11.85650444,6.907812,0.014000000000000012,0.014000000000000012,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.118
SYC,2020,31055.94420550395,10.343545508830154,Very High,SSA,57.331,,,64.29,67.7,3.33320948,,,0.120291,24.24242424,75.75757576,,Very High,SSA,19.63777924,16.6030407,,1.029,28987.08179,29086.87877,0.862300148,0.837884854,78.616,70.555,11.01634418,11.39435641,0.120291,-0.028999999999999915,0.028999999999999915,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,
SLE,2020,2719.189567639271,7.90808916181941,Low,SSA,100.177,,0.613,50.57,56.43,442.8304294,14.53262008,33.89010631,7.912558,12.32876712,87.67123288,NB,Low,SSA,7.736014099,10.27054969,,0.825,1319.457037,1815.813326,0.409418256,0.496124032,61.202,58.186,2.426488627,4.805847325,7.912558,0.17500000000000004,0.17500000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.612
SGP,2020,101612.090327577,11.52891780633384,Very High,EAP,2.276,,0.034,61.17,75.38,7.452762692,80.45999908,85.93000031,5.6201505,29.47368421,70.52631579,VB,Very High,EAP,16.92181015,16.70577049,,0.991,94324.9493,110030.3659,0.939789034,0.948398241,85.919,81.352,11.42000008,12.13000011,5.6201505,0.009000000000000008,0.009000000000000008,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.047
SVK,2020,35327.94391655881,10.47242954212868,Very High,,25.975,,0.183,51.92,66.63,4.824665876,99.03421783,99.15979767,5.4550235,22.66666667,77.33333333,VB,Very High,,15.10182953,14.06161022,,0.996,28293.66193,43998.82536,0.864311533,0.867498351,80.233,73.449,12.98940382,13.0291719,5.4550235,0.0040000000000000036,0.0040000000000000036,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.193
SVN,2020,41767.25798999584,10.639868009897056,Very High,,4.056,,0.066,53.17,62.37,4.533144056,98.00589752,99.09757996,2.1024195,22.30769231,77.69230769,VB,Very High,,18.13762093,16.49481964,,1.002,36822.53833,50240.87543,0.918626268,0.916415348,83.138,77.635,12.93042384,12.8185744,2.1024195,-0.0020000000000000018,0.0020000000000000018,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.069
SLB,2020,2405.302561614486,7.785430979872154,Medium,EAP,52.236,,0.495,82.85,85.84,122.2495124,38.15912628,47.77222824,0.744498,6.382978723,93.61702128,MB,Medium,EAP,11.03717852,11.60411711,,0.927,2430.293501,3108.615418,0.560634841,0.604615122,70.977,67.776,5.509549573,6.84283385,0.744498,0.07299999999999995,0.07299999999999995,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.525
SOM,2020,1454.333480802968,7.282302985855656,Low,AS,122.735,,,22.01,48.85,620.6823212,,,16.6511905,24.31610942,75.68389058,,Low,AS,,,,,778.2604521,2112.005558,,,59.176,55.076,,,16.6511905,,,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,
ZAF,2020,12671.0862436851,9.447078003159227,High,SSA,51.614,,0.391,44.08,57.44,126.8326855,78.29512024,80.43251038,60.562381,45.69536424,54.30463576,B,High,SSA,14.45913982,13.52110958,,0.967,8868.169025,17883.3279,0.708494349,0.732780121,67.948,62.174,10.47360992,10.65505981,60.562381,0.03300000000000003,0.03300000000000003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.395
ESP,2020,39322.67430864015,10.579556585901466,Very High,,5.23,,0.049,51.62,62.11,3.441251488,78.52999878,83.16000366,47.679489,41.85667752,58.14332248,VB,Very High,,18.03096008,16.92847061,,0.992,33849.84162,48855.22846,0.896230237,0.903349537,84.995,79.483,10.52999973,10.68999958,47.679489,0.008000000000000007,0.008000000000000007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.055
LKA,2020,12940.90450577217,9.468148465594394,High,SA,15.465,,0.368,31.96,71.8,28.84230517,83.95999908,84.23999786,22.561807,5.381165919,94.61883408,B,High,SA,13.82042789,12.941535,,0.954,7630.437306,19760.13666,0.755707699,0.792297373,80.066,73.691,10.80999947,10.82999992,22.561807,0.04600000000000004,0.04600000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.367
KNA,2020,27326.03605742323,10.215595228425602,Very High,LAC,38.711,,,,,,,,0.04687,25.0,75.0,,Very High,LAC,19.72978973,17.04659081,,,,,,,75.384,67.464,11.1219032,10.5768984,0.04687,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,
LCA,2020,14912.38061208434,9.60994706047869,High,LAC,29.294,,0.338,49.61,58.61,73.26797861,50.00136727,44.03135729,0.1782505,20.68965517,79.31034483,B,High,LAC,13.29776955,12.09832001,,1.026,14404.72348,18314.11803,0.743905046,0.724857467,76.195,68.763,8.832013382,8.325450257,0.1782505,-0.026000000000000023,0.026000000000000023,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.338
VCT,2020,15417.21294355222,9.643239887821046,High,LAC,50.299,,,,,61.79403226,45.77209223,41.02962187,0.103526,18.18181818,81.81818182,,High,LAC,16.42287899,16.09251246,,,,,,,74.459,66.055,11.30500178,11.07399078,0.103526,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,
SDN,2020,3348.57836914063,8.116291167329068,Low,AS,71.151,,0.589,16.93,69.34,270.3553499,22.54339097,28.01575522,46.789231,31.04166667,68.95833333,NB,Low,AS,8.280140314,8.723298593,,0.821,1138.02446,5660.196252,0.447216031,0.544547073,68.153,62.413,3.5,4.23,46.789231,0.17900000000000005,0.17900000000000005,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.589
SUR,2020,16946.89423619135,9.737839865116598,High,LAC,52.064,,0.399,45.31,65.1,96.45954135,45.46498871,42.28636169,0.6123165,29.41176471,70.58823529,B,High,LAC,11.3730666,10.57989803,,0.998,12125.42375,21551.62872,0.711444506,0.712847142,76.22,68.639,8.558196266,8.201657418,0.6123165,0.0020000000000000018,0.0020000000000000018,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4
SWE,2020,57489.26571962176,10.959353526220964,Very High,,2.75,,0.017,70.39,76.09,4.507839264,96.47302246,96.30416107,10.3536865,46.99140401,53.00859599,VB,Very High,,20.07490921,17.30953026,,0.989,52674.07197,71391.61514,0.94177029,0.952713209,84.284,80.597,12.84946456,12.50061286,10.3536865,0.01100000000000001,0.01100000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.022
CHE,2020,72997.82395032821,11.19818491078662,Very High,,1.671,,0.012,62.51,73.39,7.378754713,96.87677002,97.60610199,8.6405815,38.61788618,61.38211382,VB,Very High,,16.46332932,16.4090004,,0.97,53538.52293,95823.21809,0.939906469,0.969024735,85.073,80.996,13.54510128,14.27010707,8.6405815,0.030000000000000027,0.030000000000000027,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.016
SYR,2020,3737.657518313759,8.22621436217908,Medium,AS,41.213,,0.491,14.54,69.22,29.91732592,24.05722504,31.98297212,21.049429,11.2,88.8,MB,Medium,AS,7.170177367,7.667331688,,0.798,1307.003372,7575.850577,0.487220925,0.610344561,74.808,69.174,5.129877001,6.735831296,21.049429,0.20199999999999996,0.20199999999999996,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.49
TJK,2020,3653.959767591123,8.203566726365874,Medium,ECA,45.669,,0.279,32.54,51.73,16.63169841,93.57639297,94.01255862,9.7493105,23.40425532,76.59574468,B,Medium,ECA,10.43384543,11.27416828,,0.92,3114.475962,6024.056308,0.632915819,0.687818724,71.088,66.216,10.89442187,11.64454079,9.7493105,0.07999999999999996,0.07999999999999996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.292
TZA,2020,3290.60986328125,8.098828195359244,Medium,SSA,117.034,,0.508,76.16,85.03,238.2987945,10.85113001,16.28354025,60.9727975,36.71875,63.28125,MB,Medium,SSA,9.111152649,9.043065071,,0.973,3208.698881,3480.826995,0.54745096,0.562609169,69.961,63.667,5.273880005,6.491459846,60.9727975,0.027000000000000024,0.027000000000000024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.516
THA,2020,19163.74151523488,9.860775309873793,High,EAP,29.613,,0.307,59.19,75.43,28.60043381,48.80666733,53.24666595,71.6414835,13.93775372,86.06224628,B,High,EAP,15.65007973,15.29646015,,1.011,17793.55458,21381.67071,0.802947645,0.794053196,81.904,72.971,8.669999758,8.969999949,71.6414835,-0.010999999999999899,0.010999999999999899,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.31
TLS,2020,6132.082882180584,8.721289756237702,Medium,EAP,29.407,,0.403,34.6,47.62,203.9242348,33.3929685,39.773084,1.3260535,38.46153846,61.53846154,B,Medium,EAP,13.4255446,13.07257378,,0.937,6227.192953,10613.47797,0.628108296,0.670526964,68.871,65.136,5.50932282,6.620224056,1.3260535,0.06299999999999994,0.06299999999999994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.409
TGO,2020,2356.758596662125,7.765042477946333,Medium,SSA,80.816,,0.573,70.59,75.52,399.0398502,13.50104057,33.07768691,8.6697205,18.68131868,81.31868132,NB,Medium,SSA,12.54580104,14.30199431,,0.858,2205.329118,2934.065861,0.515142307,0.600299174,61.445,60.781,4.193309313,7.17661923,8.6697205,0.14200000000000002,0.14200000000000002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.585
TON,2020,6689.859317218695,8.808348124084826,High,EAP,24.889,,0.446,47.97,68.81,125.6376347,94.0467631,93.66889191,0.1057035,7.407407407,92.59259259,MB,High,EAP,18.75021935,16.3687706,,0.994,5706.324438,9561.003236,0.758056343,0.762628713,76.077,68.882,10.95345124,10.79560787,0.1057035,0.006000000000000005,0.006000000000000005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.45
TTO,2020,26627.95589922012,10.189716916538515,Very High,LAC,37.684,,0.267,46.62,63.65,26.58299776,71.83161926,69.60585785,1.4810235,32.43243243,67.56756757,B,Very High,LAC,14.4262109,13.75127715,,0.99,19591.01473,33749.45667,0.794531536,0.802426884,76.044,69.36,10.89099754,10.63299309,1.4810235,0.010000000000000009,0.010000000000000009,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.267
